After iteration 0:
Gaussian 8: mean = 4747.3793, variance = 2714400.9726, prior = 0.0705
Gaussian 9: mean = 4566.2657, variance = 2638844.1651, prior = 0.0752

After iteration 197:
Gaussian 1: mean = 4457.7815, variance = 2566251.0276, prior = 0.0779
Gaussian 2: mean = 1338.1393, variance = 651248.9377, prior = 0.2238
Gaussian 3: mean = 9366.5631, variance = 160432.7097, prior = 0.1051
Gaussian 4: mean = 4167.8662, variance = 2319195.1653, prior = 0.0817
Gaussian 5: mean = 7606.1525, variance = 943868.5441, prior = 0.2121
Gaussian 6: mean = 4423.2121, variance = 2541035.6311, prior = 0.0776
Gaussian 7: mean = 4507.0027, variance = 2599628.1213, prior = 0.0762
Gaussian 8: mean = 4746.0317, variance = 2709946.4175, prior = 0.0704
Gaussian 9: mean = 4564.8648, variance = 2634689.9490, prior = 0.0751

After iteration 198:
Gaussian 1: mean = 4456.1213, variance = 2562273.1568, prior = 0.0778
Gaussian 2: mean = 1337.8536, variance = 651004.5858, prior = 0.2238
Gaussian 3: mean = 9367.6318, variance = 159831.5893, prior = 0.1048
Gaussian 4: mean = 4164.2573, variance = 2314587.0232, prior = 0.0816
Gaussian 5: mean = 7606.4955, variance = 946325.7970, prior = 0.2128
Gaussian 6: mean = 4421.3980, variance = 2537050.2005, prior = 0.0776
Gaussian 7: mean = 4505.5195, variance = 2595631.2969, prior = 0.0762
Gaussian 8: mean = 4744.7483, variance = 2705579.3458, prior = 0.0704
Gaussian 9: mean = 4563.5262, variance = 2630632.8295, prior = 0.0751

After iteration 199:
Gaussian 1: mean = 4454.5216, variance = 2558394.5940, prior = 0.0777
Gaussian 2: mean = 1337.5794, variance = 650770.0946, prior = 0.2238
Gaussian 3: mean = 9368.6529, variance = 159257.5865, prior = 0.1046
Gaussian 4: mean = 4160.7038, variance = 2310082.1183, prior = 0.0816
Gaussian 5: mean = 7606.7960, variance = 948694.1504, prior = 0.2134
Gaussian 6: mean = 4419.6445, variance = 2533165.2793, prior = 0.0775
Gaussian 7: mean = 4504.0967, variance = 2591731.8864, prior = 0.0761
Gaussian 8: mean = 4743.5269, variance = 2701298.3981, prior = 0.0703
Gaussian 9: mean = 4562.2478, variance = 2626670.7015, prior = 0.0750

After iteration 200:
Gaussian 1: mean = 4452.9802, variance = 2554612.8417, prior = 0.0777
Gaussian 2: mean = 1337.3161, variance = 650545.0596, prior = 0.2237
Gaussian 3: mean = 9369.6278, variance = 158709.8207, prior = 0.1043
Gaussian 4: mean = 4157.2038, variance = 2305676.7072, prior = 0.0816
Gaussian 5: mean = 7607.0557, variance = 950976.8629, prior = 0.2140
Gaussian 6: mean = 4417.9493, variance = 2529378.2398, prior = 0.0775
Gaussian 7: mean = 4502.7321, variance = 2587927.5756, prior = 0.0761
Gaussian 8: mean = 4742.3651, variance = 2697102.1952, prior = 0.0702
Gaussian 9: mean = 4561.0275, variance = 2622801.4673, prior = 0.0750

After iteration 201:
Gaussian 1: mean = 4451.4953, variance = 2550925.4271, prior = 0.0776
Gaussian 2: mean = 1337.0633, variance = 650329.0875, prior = 0.2237
Gaussian 3: mean = 9370.5581, variance = 158187.4157, prior = 0.1041
Gaussian 4: mean = 4153.7551, variance = 2301367.1133, prior = 0.0815
Gaussian 5: mean = 7607.2764, variance = 953177.0962, prior = 0.2145
Gaussian 6: mean = 4416.3106, variance = 2525686.4838, prior = 0.0774
Gaussian 7: mean = 4501.4238, variance = 2584216.0685, prior = 0.0760
Gaussian 8: mean = 4741.2610, variance = 2692989.3402, prior = 0.0702
Gaussian 9: mean = 4559.8632, variance = 2619023.0390, prior = 0.0749

After iteration 202:
Gaussian 1: mean = 4450.0648, variance = 2547329.9065, prior = 0.0776
Gaussian 2: mean = 1336.8205, variance = 650121.7955, prior = 0.2237
Gaussian 3: mean = 9371.4452, variance = 157689.5026, prior = 0.1039
Gaussian 4: mean = 4150.3560, variance = 2297149.7334, prior = 0.0815
Gaussian 5: mean = 7607.4599, variance = 955297.9164, prior = 0.2151
Gaussian 6: mean = 4414.7263, variance = 2522087.4464, prior = 0.0774
Gaussian 7: mean = 4500.1697, variance = 2580595.0914, prior = 0.0759
Gaussian 8: mean = 4740.2124, variance = 2688958.4214, prior = 0.0701
Gaussian 9: mean = 4558.7531, variance = 2615333.3430, prior = 0.0748

After iteration 203:
Gaussian 1: mean = 4448.6868, variance = 2543823.8688, prior = 0.0775
Gaussian 2: mean = 1336.5874, variance = 649922.8120, prior = 0.2237
Gaussian 3: mean = 9372.2904, variance = 157215.2215, prior = 0.1037
Gaussian 4: mean = 4147.0044, variance = 2293021.0435, prior = 0.0815
Gaussian 5: mean = 7607.6079, variance = 957342.2938, prior = 0.2156
Gaussian 6: mean = 4413.1947, variance = 2518578.6008, prior = 0.0773
Gaussian 7: mean = 4498.9680, variance = 2577062.3960, prior = 0.0759
Gaussian 8: mean = 4739.2172, variance = 2685008.0149, prior = 0.0700
Gaussian 9: mean = 4557.6951, variance = 2611730.3222, prior = 0.0748

After iteration 204:
Gaussian 1: mean = 4447.3596, variance = 2540404.9384, prior = 0.0775
Gaussian 2: mean = 1336.3635, variance = 649731.7765, prior = 0.2237
Gaussian 3: mean = 9373.0954, variance = 156763.7235, prior = 0.1035
Gaussian 4: mean = 4143.6985, variance = 2288977.6037, prior = 0.0814
Gaussian 5: mean = 7607.7219, variance = 959313.1043, prior = 0.2161
Gaussian 6: mean = 4411.7139, variance = 2515157.4606, prior = 0.0773
Gaussian 7: mean = 4497.8168, variance = 2573615.7624, prior = 0.0758
Gaussian 8: mean = 4738.2736, variance = 2681136.6874, prior = 0.0700
Gaussian 9: mean = 4556.6873, variance = 2608211.9395, prior = 0.0747

After iteration 205:
Gaussian 1: mean = 4446.0814, variance = 2537070.7789, prior = 0.0774
Gaussian 2: mean = 1336.1484, variance = 649548.3396, prior = 0.2237
Gaussian 3: mean = 9373.8615, variance = 156334.1729, prior = 0.1033
Gaussian 4: mean = 4140.4365, variance = 2285016.0619, prior = 0.0814
Gaussian 5: mean = 7607.8036, variance = 961213.1307, prior = 0.2166
Gaussian 6: mean = 4410.2821, variance = 2511821.5840, prior = 0.0772
Gaussian 7: mean = 4496.7143, variance = 2570253.0021, prior = 0.0758
Gaussian 8: mean = 4737.3797, variance = 2677342.9983, prior = 0.0699
Gaussian 9: mean = 4555.7281, variance = 2604776.1803, prior = 0.0747

After iteration 206:
Gaussian 1: mean = 4444.8504, variance = 2533819.0951, prior = 0.0773
Gaussian 2: mean = 1335.9418, variance = 649372.1634, prior = 0.2237
Gaussian 3: mean = 9374.5901, variance = 155925.7484, prior = 0.1031
Gaussian 4: mean = 4137.2167, variance = 2281133.1573, prior = 0.0814
Gaussian 5: mean = 7607.8545, variance = 963045.0641, prior = 0.2171
Gaussian 6: mean = 4408.8977, variance = 2508568.5755, prior = 0.0772
Gaussian 7: mean = 4495.6590, variance = 2566971.9604, prior = 0.0757
Gaussian 8: mean = 4736.5337, variance = 2673625.5027, prior = 0.0699
Gaussian 9: mean = 4554.8157, variance = 2601421.0547, prior = 0.0746

After iteration 207:
Gaussian 1: mean = 4443.6651, variance = 2530647.6352, prior = 0.0773
Gaussian 2: mean = 1335.7431, variance = 649202.9210, prior = 0.2237
Gaussian 3: mean = 9375.2827, variance = 155537.6444, prior = 0.1030
Gaussian 4: mean = 4134.0373, variance = 2277325.7230, prior = 0.0814
Gaussian 5: mean = 7607.8762, variance = 964811.5050, prior = 0.2176
Gaussian 6: mean = 4407.5590, variance = 2505396.0887, prior = 0.0771
Gaussian 7: mean = 4494.6490, variance = 2563770.5185, prior = 0.0757
Gaussian 8: mean = 4735.7338, variance = 2669982.7538, prior = 0.0698
Gaussian 9: mean = 4553.9484, variance = 2598144.6000, prior = 0.0745

After iteration 208:
Gaussian 1: mean = 4442.5238, variance = 2527554.1930, prior = 0.0772
Gaussian 2: mean = 1335.5521, variance = 649040.2966, prior = 0.2237
Gaussian 3: mean = 9375.9404, variance = 155169.0723, prior = 0.1028
Gaussian 4: mean = 4130.8968, variance = 2273590.6876, prior = 0.0813
Gaussian 5: mean = 7607.8702, variance = 966514.9660, prior = 0.2180
Gaussian 6: mean = 4406.2644, variance = 2502301.8281, prior = 0.0771
Gaussian 7: mean = 4493.6828, variance = 2560646.5956, prior = 0.0756
Gaussian 8: mean = 4734.9784, variance = 2666413.3048, prior = 0.0698
Gaussian 9: mean = 4553.1245, variance = 2594944.8825, prior = 0.0745

After iteration 209:
Gaussian 1: mean = 4441.4250, variance = 2524536.6094, prior = 0.0772
Gaussian 2: mean = 1335.3684, variance = 648883.9858, prior = 0.2237
Gaussian 3: mean = 9376.5648, variance = 154819.2616, prior = 0.1027
Gaussian 4: mean = 4127.7935, variance = 2269925.0767, prior = 0.0813
Gaussian 5: mean = 7607.8378, variance = 968157.8726, prior = 0.2184
Gaussian 6: mean = 4405.0125, variance = 2499283.5503, prior = 0.0770
Gaussian 7: mean = 4492.7588, variance = 2557598.1505, prior = 0.0756
Gaussian 8: mean = 4734.2658, variance = 2662915.7112, prior = 0.0697
Gaussian 9: mean = 4552.3426, variance = 2591819.9991, prior = 0.0744

After iteration 210:
Gaussian 1: mean = 4440.3673, variance = 2521592.7734, prior = 0.0772
Gaussian 2: mean = 1335.1917, variance = 648733.6951, prior = 0.2237
Gaussian 3: mean = 9377.1570, variance = 154487.4603, prior = 0.1025
Gaussian 4: mean = 4124.7260, variance = 2266326.0134, prior = 0.0813
Gaussian 5: mean = 7607.7804, variance = 969742.5654, prior = 0.2188
Gaussian 6: mean = 4403.8016, variance = 2496339.0658, prior = 0.0770
Gaussian 7: mean = 4491.8757, variance = 2554623.1825, prior = 0.0755
Gaussian 8: mean = 4733.5946, variance = 2659488.5334, prior = 0.0697
Gaussian 9: mean = 4551.6012, variance = 2588768.0792, prior = 0.0744

After iteration 211:
Gaussian 1: mean = 4439.3492, variance = 2518720.6233, prior = 0.0771
Gaussian 2: mean = 1335.0217, variance = 648589.1417, prior = 0.2237
Gaussian 3: mean = 9377.7184, variance = 154172.9359, prior = 0.1024
Gaussian 4: mean = 4121.6926, variance = 2262790.7187, prior = 0.0813
Gaussian 5: mean = 7607.6995, variance = 971271.3024, prior = 0.2192
Gaussian 6: mean = 4402.6305, variance = 2493466.2395, prior = 0.0769
Gaussian 7: mean = 4491.0318, variance = 2551719.7333, prior = 0.0755
Gaussian 8: mean = 4732.9631, variance = 2656130.3378, prior = 0.0696
Gaussian 9: mean = 4550.8988, variance = 2585787.2853, prior = 0.0743

After iteration 212:
Gaussian 1: mean = 4438.3693, variance = 2515918.1477, prior = 0.0771
Gaussian 2: mean = 1334.8579, variance = 648450.0537, prior = 0.2237
Gaussian 3: mean = 9378.2502, variance = 153874.9757, prior = 0.1022
Gaussian 4: mean = 4118.6921, variance = 2259316.5111, prior = 0.0812
Gaussian 5: mean = 7607.5962, variance = 972746.2604, prior = 0.2196
Gaussian 6: mean = 4401.4978, variance = 2490662.9911, prior = 0.0769
Gaussian 7: mean = 4490.2260, variance = 2548885.8871, prior = 0.0754
Gaussian 8: mean = 4732.3700, variance = 2652839.6992, prior = 0.0696
Gaussian 9: mean = 4550.2340, variance = 2582875.8148, prior = 0.0743

After iteration 213:
Gaussian 1: mean = 4437.4264, variance = 2513183.3854, prior = 0.0770
Gaussian 2: mean = 1334.7002, variance = 648316.1698, prior = 0.2237
Gaussian 3: mean = 9378.7536, variance = 153592.8874, prior = 0.1021
Gaussian 4: mean = 4115.7229, variance = 2255900.8060, prior = 0.0812
Gaussian 5: mean = 7607.4719, variance = 974169.5375, prior = 0.2200
Gaussian 6: mean = 4400.4020, variance = 2487927.2964, prior = 0.0768
Gaussian 7: mean = 4489.4568, variance = 2546119.7720, prior = 0.0754
Gaussian 8: mean = 4731.8138, variance = 2649615.2021, prior = 0.0695
Gaussian 9: mean = 4549.6056, variance = 2580031.9002, prior = 0.0743

After iteration 214:
Gaussian 1: mean = 4436.5191, variance = 2510514.4260, prior = 0.0770
Gaussian 2: mean = 1334.5482, variance = 648187.2390, prior = 0.2237
Gaussian 3: mean = 9379.2298, variance = 153325.9991, prior = 0.1020
Gaussian 4: mean = 4112.7837, variance = 2252541.1146, prior = 0.0812
Gaussian 5: mean = 7607.3278, variance = 975543.1546, prior = 0.2204
Gaussian 6: mean = 4399.3421, variance = 2485257.1863, prior = 0.0768
Gaussian 7: mean = 4488.7231, variance = 2543419.5599, prior = 0.0753
Gaussian 8: mean = 4731.2934, variance = 2646455.4428, prior = 0.0695
Gaussian 9: mean = 4549.0122, variance = 2577253.8105, prior = 0.0742

After iteration 215:
Gaussian 1: mean = 4435.6463, variance = 2507909.4103, prior = 0.0769
Gaussian 2: mean = 1334.4017, variance = 648063.0204, prior = 0.2237
Gaussian 3: mean = 9379.6799, variance = 153073.6598, prior = 0.1019
Gaussian 4: mean = 4109.8733, variance = 2249235.0427, prior = 0.0812
Gaussian 5: mean = 7607.1649, variance = 976869.0581, prior = 0.2207
Gaussian 6: mean = 4398.3167, variance = 2482650.7477, prior = 0.0768
Gaussian 7: mean = 4488.0235, variance = 2540783.4669, prior = 0.0753
Gaussian 8: mean = 4730.8073, variance = 2643359.0301, prior = 0.0694
Gaussian 9: mean = 4548.4526, variance = 2574539.8513, prior = 0.0742

After iteration 216:
Gaussian 1: mean = 4434.8069, variance = 2505366.5295, prior = 0.0769
Gaussian 2: mean = 1334.2604, variance = 647943.2831, prior = 0.2237
Gaussian 3: mean = 9380.1050, variance = 152835.2390, prior = 0.1018
Gaussian 4: mean = 4106.9904, variance = 2245980.2889, prior = 0.0812
Gaussian 5: mean = 7606.9845, variance = 978149.1214, prior = 0.2210
Gaussian 6: mean = 4397.3248, variance = 2480106.1226, prior = 0.0767
Gaussian 7: mean = 4487.3569, variance = 2538209.7539, prior = 0.0753
Gaussian 8: mean = 4730.3544, variance = 2640324.5870, prior = 0.0694
Gaussian 9: mean = 4547.9256, variance = 2571888.3651, prior = 0.0741

After iteration 217:
Gaussian 1: mean = 4433.9996, variance = 2502884.0257, prior = 0.0768
Gaussian 2: mean = 1334.1239, variance = 647827.8056, prior = 0.2237
Gaussian 3: mean = 9380.5062, variance = 152610.1271, prior = 0.1017
Gaussian 4: mean = 4104.1337, variance = 2242774.6429, prior = 0.0811
Gaussian 5: mean = 7606.7875, variance = 979385.1472, prior = 0.2214
Gaussian 6: mean = 4396.3651, variance = 2477621.5081, prior = 0.0767
Gaussian 7: mean = 4486.7223, variance = 2535696.7258, prior = 0.0752
Gaussian 8: mean = 4729.9335, variance = 2637350.7519, prior = 0.0693
Gaussian 9: mean = 4547.4302, variance = 2569297.7319, prior = 0.0741

After iteration 218:
Gaussian 1: mean = 4433.2235, variance = 2500460.1908, prior = 0.0768
Gaussian 2: mean = 1333.9922, variance = 647716.3763, prior = 0.2237
Gaussian 3: mean = 9380.8846, variance = 152397.7350, prior = 0.1016
Gaussian 4: mean = 4101.3022, variance = 2239615.9833, prior = 0.0811
Gaussian 5: mean = 7606.5752, variance = 980578.8696, prior = 0.2217
Gaussian 6: mean = 4395.4367, variance = 2475195.1556, prior = 0.0766
Gaussian 7: mean = 4486.1185, variance = 2533242.7322, prior = 0.0752
Gaussian 8: mean = 4729.5436, variance = 2634436.1796, prior = 0.0693
Gaussian 9: mean = 4546.9653, variance = 2566766.3694, prior = 0.0740

After iteration 219:
Gaussian 1: mean = 4432.4774, variance = 2498093.3668, prior = 0.0768
Gaussian 2: mean = 1333.8648, variance = 647608.7923, prior = 0.2237
Gaussian 3: mean = 9381.2411, variance = 152197.4941, prior = 0.1015
Gaussian 4: mean = 4098.4946, variance = 2236502.2755, prior = 0.0811
Gaussian 5: mean = 7606.3483, variance = 981731.9558, prior = 0.2220
Gaussian 6: mean = 4394.5385, variance = 2472825.3702, prior = 0.0766
Gaussian 7: mean = 4485.5445, variance = 2530846.1663, prior = 0.0751
Gaussian 8: mean = 4729.1834, variance = 2631579.5420, prior = 0.0693
Gaussian 9: mean = 4546.5298, variance = 2564292.7325, prior = 0.0740

After iteration 220:
Gaussian 1: mean = 4431.7605, variance = 2495781.9441, prior = 0.0767
Gaussian 2: mean = 1333.7418, variance = 647504.8597, prior = 0.2237
Gaussian 3: mean = 9381.5767, variance = 152008.8562, prior = 0.1014
Gaussian 4: mean = 4095.7099, variance = 2233431.5692, prior = 0.0811
Gaussian 5: mean = 7606.1080, variance = 982846.0087, prior = 0.2223
Gaussian 6: mean = 4393.6694, variance = 2470510.5099, prior = 0.0766
Gaussian 7: mean = 4484.9993, variance = 2528505.4652, prior = 0.0751
Gaussian 8: mean = 4728.8520, variance = 2628779.5296, prior = 0.0692
Gaussian 9: mean = 4546.1227, variance = 2561875.3137, prior = 0.0740

After iteration 221:
Gaussian 1: mean = 4431.0717, variance = 2493524.3620, prior = 0.0767
Gaussian 2: mean = 1333.6227, variance = 647404.3934, prior = 0.2237
Gaussian 3: mean = 9381.8924, variance = 151831.2926, prior = 0.1013
Gaussian 4: mean = 4092.9471, variance = 2230401.9960, prior = 0.0811
Gaussian 5: mean = 7605.8551, variance = 983922.5685, prior = 0.2225
Gaussian 6: mean = 4392.8287, variance = 2468248.9847, prior = 0.0765
Gaussian 7: mean = 4484.4820, variance = 2526219.1090, prior = 0.0751
Gaussian 8: mean = 4728.5484, variance = 2626034.8513, prior = 0.0692
Gaussian 9: mean = 4545.7431, variance = 2559512.6425, prior = 0.0739

After iteration 222:
Gaussian 1: mean = 4430.4103, variance = 2491319.1067, prior = 0.0767
Gaussian 2: mean = 1333.5073, variance = 647307.2164, prior = 0.2237
Gaussian 3: mean = 9382.1891, variance = 151664.2946, prior = 0.1013
Gaussian 4: mean = 4090.2051, variance = 2227411.7669, prior = 0.0811
Gaussian 5: mean = 7605.5904, variance = 984963.1148, prior = 0.2228
Gaussian 6: mean = 4392.0153, variance = 2466039.2554, prior = 0.0765
Gaussian 7: mean = 4483.9917, variance = 2523985.6203, prior = 0.0750
Gaussian 8: mean = 4728.2717, variance = 2623344.2361, prior = 0.0691
Gaussian 9: mean = 4545.3900, variance = 2557203.2857, prior = 0.0739

After iteration 223:
Gaussian 1: mean = 4429.7752, variance = 2489164.7115, prior = 0.0766
Gaussian 2: mean = 1333.3956, variance = 647213.1598, prior = 0.2237
Gaussian 3: mean = 9382.4676, variance = 151507.3724, prior = 0.1012
Gaussian 4: mean = 4087.4829, variance = 2224459.1696, prior = 0.0810
Gaussian 5: mean = 7605.3149, variance = 985969.0684, prior = 0.2231
Gaussian 6: mean = 4391.2284, variance = 2463879.8330, prior = 0.0765
Gaussian 7: mean = 4483.5275, variance = 2521803.5638, prior = 0.0750
Gaussian 8: mean = 4728.0209, variance = 2620706.4327, prior = 0.0691
Gaussian 9: mean = 4545.0627, variance = 2554945.8464, prior = 0.0738

After iteration 224:
Gaussian 1: mean = 4429.1657, variance = 2487059.7549, prior = 0.0766
Gaussian 2: mean = 1333.2874, variance = 647122.0624, prior = 0.2237
Gaussian 3: mean = 9382.7288, variance = 151360.0554, prior = 0.1011
Gaussian 4: mean = 4084.7797, variance = 2221542.5659, prior = 0.0810
Gaussian 5: mean = 7605.0294, variance = 986941.7937, prior = 0.2233
Gaussian 6: mean = 4390.4672, variance = 2461769.2771, prior = 0.0764
Gaussian 7: mean = 4483.0886, variance = 2519671.5455, prior = 0.0749
Gaussian 8: mean = 4727.7953, variance = 2618120.2107, prior = 0.0691
Gaussian 9: mean = 4544.7603, variance = 2552738.9641, prior = 0.0738

After iteration 225:
Gaussian 1: mean = 4428.5810, variance = 2485002.8603, prior = 0.0765
Gaussian 2: mean = 1333.1823, variance = 647033.7707, prior = 0.2237
Gaussian 3: mean = 9382.9734, variance = 151221.8910, prior = 0.1011
Gaussian 4: mean = 4082.0945, variance = 2218660.3889, prior = 0.0810
Gaussian 5: mean = 7604.7346, variance = 987882.5999, prior = 0.2236
Gaussian 6: mean = 4389.7309, variance = 2459706.1949, prior = 0.0764
Gaussian 7: mean = 4482.6742, variance = 2517588.2117, prior = 0.0749
Gaussian 8: mean = 4727.5939, variance = 2615584.3606, prior = 0.0690
Gaussian 9: mean = 4544.4819, variance = 2550581.3141, prior = 0.0738

After iteration 226:
Gaussian 1: mean = 4428.0203, variance = 2482992.6947, prior = 0.0765
Gaussian 2: mean = 1333.0803, variance = 646948.1382, prior = 0.2237
Gaussian 3: mean = 9383.2023, variance = 151092.4448, prior = 0.1010
Gaussian 4: mean = 4079.4264, variance = 2215811.1405, prior = 0.0810
Gaussian 5: mean = 7604.4312, variance = 988792.7437, prior = 0.2238
Gaussian 6: mean = 4389.0187, variance = 2457689.2404, prior = 0.0764
Gaussian 7: mean = 4482.2835, variance = 2515552.2484, prior = 0.0749
Gaussian 8: mean = 4727.4160, variance = 2613097.6944, prior = 0.0690
Gaussian 9: mean = 4544.2269, variance = 2548471.6066, prior = 0.0737

After iteration 227:
Gaussian 1: mean = 4427.4830, variance = 2481027.9677, prior = 0.0765
Gaussian 2: mean = 1332.9812, variance = 646865.0254, prior = 0.2237
Gaussian 3: mean = 9383.4163, variance = 150971.2998, prior = 0.1009
Gaussian 4: mean = 4076.7746, variance = 2212993.3885, prior = 0.0810
Gaussian 5: mean = 7604.1200, variance = 989673.4305, prior = 0.2241
Gaussian 6: mean = 4388.3299, variance = 2455717.1123, prior = 0.0763
Gaussian 7: mean = 4481.9158, variance = 2513562.3808, prior = 0.0748
Gaussian 8: mean = 4727.2608, variance = 2610659.0456, prior = 0.0690
Gaussian 9: mean = 4543.9945, variance = 2546408.5869, prior = 0.0737

After iteration 228:
Gaussian 1: mean = 4426.9682, variance = 2479107.4302, prior = 0.0764
Gaussian 2: mean = 1332.8848, variance = 646784.2993, prior = 0.2237
Gaussian 3: mean = 9383.6159, variance = 150858.0560, prior = 0.1009
Gaussian 4: mean = 4074.1383, variance = 2210205.7642, prior = 0.0810
Gaussian 5: mean = 7603.8016, variance = 990525.8164, prior = 0.2243
Gaussian 6: mean = 4387.6637, variance = 2453788.5537, prior = 0.0763
Gaussian 7: mean = 4481.5705, variance = 2511617.3719, prior = 0.0748
Gaussian 8: mean = 4727.1276, variance = 2608267.2693, prior = 0.0689
Gaussian 9: mean = 4543.7841, variance = 2544391.0341, prior = 0.0737

After iteration 229:
Gaussian 1: mean = 4426.4755, variance = 2477229.8737, prior = 0.0764
Gaussian 2: mean = 1332.7911, variance = 646705.8336, prior = 0.2237
Gaussian 3: mean = 9383.8020, variance = 150752.3298, prior = 0.1008
Gaussian 4: mean = 4071.5167, variance = 2207446.9594, prior = 0.0810
Gaussian 5: mean = 7603.4767, variance = 991351.0101, prior = 0.2245
Gaussian 6: mean = 4387.0197, variance = 2451902.3502, prior = 0.0763
Gaussian 7: mean = 4481.2469, variance = 2509716.0218, prior = 0.0748
Gaussian 8: mean = 4727.0157, variance = 2605921.2431, prior = 0.0689
Gaussian 9: mean = 4543.5948, variance = 2542417.7607, prior = 0.0736

After iteration 230:
Gaussian 1: mean = 4426.0040, variance = 2475394.1289, prior = 0.0764
Gaussian 2: mean = 1332.6998, variance = 646629.5077, prior = 0.2237
Gaussian 3: mean = 9383.9751, variance = 150653.7538, prior = 0.1008
Gaussian 4: mean = 4068.9090, variance = 2204715.7245, prior = 0.0809
Gaussian 5: mean = 7603.1459, variance = 992150.0746, prior = 0.2247
Gaussian 6: mean = 4386.3970, variance = 2450057.3289, prior = 0.0762
Gaussian 7: mean = 4480.9443, variance = 2507857.1669, prior = 0.0747
Gaussian 8: mean = 4726.9245, variance = 2603619.8661, prior = 0.0689
Gaussian 9: mean = 4543.4263, variance = 2540487.6122, prior = 0.0736

After iteration 231:
Gaussian 1: mean = 4425.5533, variance = 2473599.0646, prior = 0.0764
Gaussian 2: mean = 1332.6108, variance = 646555.2072, prior = 0.2237
Gaussian 3: mean = 9384.1360, variance = 150561.9759, prior = 0.1008
Gaussian 4: mean = 4066.3146, variance = 2202010.8650, prior = 0.0809
Gaussian 5: mean = 7602.8097, variance = 992924.0286, prior = 0.2249
Gaussian 6: mean = 4385.7951, variance = 2448252.3571, prior = 0.0762
Gaussian 7: mean = 4480.6621, variance = 2506039.6790, prior = 0.0747
Gaussian 8: mean = 4726.8533, variance = 2601362.0597, prior = 0.0688
Gaussian 9: mean = 4543.2777, variance = 2538599.4660, prior = 0.0736

After iteration 232:
Gaussian 1: mean = 4425.1227, variance = 2471843.5868, prior = 0.0763
Gaussian 2: mean = 1332.5240, variance = 646482.8232, prior = 0.2237
Gaussian 3: mean = 9384.2852, variance = 150476.6592, prior = 0.1007
Gaussian 4: mean = 4063.7326, variance = 2199331.2399, prior = 0.0809
Gaussian 5: mean = 7602.4688, variance = 993673.8485, prior = 0.2251
Gaussian 6: mean = 4385.2135, variance = 2446486.3412, prior = 0.0762
Gaussian 7: mean = 4480.3998, variance = 2504262.4642, prior = 0.0747
Gaussian 8: mean = 4726.8015, variance = 2599146.7673, prior = 0.0688
Gaussian 9: mean = 4543.1485, variance = 2536752.2311, prior = 0.0735

After iteration 233:
Gaussian 1: mean = 4424.7117, variance = 2470126.6372, prior = 0.0763
Gaussian 2: mean = 1332.4393, variance = 646412.2522, prior = 0.2237
Gaussian 3: mean = 9384.4232, variance = 150397.4810, prior = 0.1007
Gaussian 4: mean = 4061.1625, variance = 2196675.7588, prior = 0.0809
Gaussian 5: mean = 7602.1236, variance = 994400.4700, prior = 0.2253
Gaussian 6: mean = 4384.6515, variance = 2444758.2249, prior = 0.0761
Gaussian 7: mean = 4480.1567, variance = 2502524.4623, prior = 0.0747
Gaussian 8: mean = 4726.7686, variance = 2596972.9544, prior = 0.0688
Gaussian 9: mean = 4543.0383, variance = 2534944.8470, prior = 0.0735

After iteration 234:
Gaussian 1: mean = 4424.3197, variance = 2468447.1925, prior = 0.0763
Gaussian 2: mean = 1332.3566, variance = 646343.3956, prior = 0.2237
Gaussian 3: mean = 9384.5508, variance = 150324.1329, prior = 0.1006
Gaussian 4: mean = 4058.6036, variance = 2194043.3797, prior = 0.0809
Gaussian 5: mean = 7601.7747, variance = 995104.7892, prior = 0.2255
Gaussian 6: mean = 4384.1086, variance = 2443066.9887, prior = 0.0761
Gaussian 7: mean = 4479.9325, variance = 2500824.6455, prior = 0.0746
Gaussian 8: mean = 4726.7539, variance = 2594839.6084, prior = 0.0688
Gaussian 9: mean = 4542.9464, variance = 2533176.2833, prior = 0.0735

After iteration 235:
Gaussian 1: mean = 4423.9464, variance = 2466804.2631, prior = 0.0762
Gaussian 2: mean = 1332.2757, variance = 646276.1601, prior = 0.2238
Gaussian 3: mean = 9384.6683, variance = 150256.3198, prior = 0.1006
Gaussian 4: mean = 4056.0553, variance = 2191433.1068, prior = 0.0809
Gaussian 5: mean = 7601.4225, variance = 995787.6648, prior = 0.2256
Gaussian 6: mean = 4383.5843, variance = 2441411.6483, prior = 0.0761
Gaussian 7: mean = 4479.7266, variance = 2499162.0177, prior = 0.0746
Gaussian 8: mean = 4726.7570, variance = 2592745.7382, prior = 0.0687
Gaussian 9: mean = 4542.8723, variance = 2531445.5389, prior = 0.0735

After iteration 236:
Gaussian 1: mean = 4423.5911, variance = 2465196.8921, prior = 0.0762
Gaussian 2: mean = 1332.1966, variance = 646210.4566, prior = 0.2238
Gaussian 3: mean = 9384.7763, variance = 150193.7597, prior = 0.1006
Gaussian 4: mean = 4053.5168, variance = 2188843.9880, prior = 0.0809
Gaussian 5: mean = 7601.0674, variance = 996449.9191, prior = 0.2258
Gaussian 6: mean = 4383.0782, variance = 2439791.2533, prior = 0.0761
Gaussian 7: mean = 4479.5384, variance = 2497535.6134, prior = 0.0746
Gaussian 8: mean = 4726.7773, variance = 2590690.3746, prior = 0.0687
